ID,Categoria,Cedula Funcionario,Nombre Funcionario,Cedula Solicitante,Nombre Solicitante,ID ítem,Nombre,Cantidad Solicitada,Cantidad Entregada,Year,Quarter,Month,Day,Year,Quarter,Month,Day,Dias Transcurridos
125,Equipos de movilidad asistida,12954310,RICHARD CONTRERAS,11689728,JESSICA LOURDES RIVAS,15716,NELFINAVIR 250mg,"10,00","0,00",2025,Qtr 1,February,23,,,,,0
125,Equipos de movilidad asistida,12954310,RICHARD CONTRERAS,11689728,JESSICA LOURDES RIVAS,16013,Electrocauterio desechable,"12,00","0,00",2025,Qtr 1,February,23,,,,,0
125,Equipos de movilidad asistida,12954310,RICHARD CONTRERAS,11689728,JESSICA LOURDES RIVAS,16022,Pasta larga seca,"19,00","0,00",2025,Qtr 1,February,23,,,,,0
499,Citas para exámenes de diagnóstico,12954310,RICHARD CONTRERAS,4744192,Isabel Maria MARIA Cobo Leal,15236,Cita para prueba de esfuerzo,"12,00","0,00",2025,Qtr 1,January,4,,,,,0
499,Citas para exámenes de diagnóstico,12954310,RICHARD CONTRERAS,4744192,Isabel Maria MARIA Cobo Leal,15361,CEFALOTINA 1 g,"12,00","0,00",2025,Qtr 1,January,4,,,,,0
499,Citas para exámenes de diagnóstico,12954310,RICHARD CONTRERAS,4744192,Isabel Maria MARIA Cobo Leal,15380,CICLOSPORINA 100 ml,"13,00","0,00",2025,Qtr 1,January,4,,,,,0
499,Citas para exámenes de diagnóstico,12954310,RICHARD CONTRERAS,4744192,Isabel Maria MARIA Cobo Leal,15467,DIAZEPAM 10 mg,"19,00","0,00",2025,Qtr 1,January,4,,,,,0
499,Citas para exámenes de diagnóstico,12954310,RICHARD CONTRERAS,4744192,Isabel Maria MARIA Cobo Leal,15567,GANCICLOVIR 10 ml,"16,00","0,00",2025,Qtr 1,January,4,,,,,0
499,Citas para exámenes de diagnóstico,12954310,RICHARD CONTRERAS,4744192,Isabel Maria MARIA Cobo Leal,15568,GEMCITABINA 200 mg,"13,00","0,00",2025,Qtr 1,January,4,,,,,0
499,Citas para exámenes de diagnóstico,12954310,RICHARD CONTRERAS,4744192,Isabel Maria MARIA Cobo Leal,15789,QUININA DICLORHIDRATO 300mg,"10,00","0,00",2025,Qtr 1,January,4,,,,,0
499,Citas para exámenes de diagnóstico,12954310,RICHARD CONTRERAS,4744192,Isabel Maria MARIA Cobo Leal,15831,SUCRALFATO 1g,"19,00","0,00",2025,Qtr 1,January,4,,,,,0
499,Citas para exámenes de diagnóstico,12954310,RICHARD CONTRERAS,4744192,Isabel Maria MARIA Cobo Leal,15892,VERAPAMILO 80 mg,"10,00","0,00",2025,Qtr 1,January,4,,,,,0
233,Alimentos,12980440,RICHARD,18028859,ANA KARINA  PEREIRA,15434,CODEINA 250 mg,"15,00","0,00",2025,Qtr 3,July,30,,,,,0
233,Alimentos,12980440,RICHARD,18028859,ANA KARINA  PEREIRA,15469,DICLOFENACO SODICO 75 mg,"15,00","0,00",2025,Qtr 3,July,30,,,,,0
233,Alimentos,12980440,RICHARD,18028859,ANA KARINA  PEREIRA,15614,INSULINA DE ACCION INTERMEDIA (INSULINA PREMEZCLA CRISTALINA / N.P.H HUMANA RECOMBINANTE (30/70)) 70 ml,"14,00","0,00",2025,Qtr 3,July,30,,,,,0
233,Alimentos,12980440,RICHARD,18028859,ANA KARINA  PEREIRA,15803,RITONAVIR 80 mg,"16,00","0,00",2025,Qtr 3,July,30,,,,,0
233,Alimentos,12980440,RICHARD,18028859,ANA KARINA  PEREIRA,15928,Prótesis mamaria interna,"11,00","0,00",2025,Qtr 3,July,30,,,,,0
302,Citas para exámenes de laboratorio,12980440,RICHARD,21468654,MERCEDES,15402,CLINDAMICINA 150 mg,"12,00","7,00",2026,Qtr 2,April,14,2026,Qtr 2,May,19,35
302,Citas para exámenes de laboratorio,12980440,RICHARD,21468654,MERCEDES,15451,DESONIDA 0.10%,"18,00","15,00",2026,Qtr 2,April,14,2026,Qtr 2,May,19,35
302,Citas para exámenes de laboratorio,12980440,RICHARD,21468654,MERCEDES,15804,RITONAVIR 80 ml,"19,00","2,00",2026,Qtr 2,April,14,2026,Qtr 2,May,19,35
302,Citas para exámenes de laboratorio,12980440,RICHARD,21468654,MERCEDES,15959,Prótesis hepática,"18,00","3,00",2026,Qtr 2,April,14,2026,Qtr 2,May,19,35
302,Citas para exámenes de laboratorio,12980440,RICHARD,21468654,MERCEDES,16071,Pegamento en barra,"11,00","6,00",2026,Qtr 2,April,14,2026,Qtr 2,May,19,35
341,Medicamentos,12980440,RICHARD,20750411,FRANCISCO,15432,CLOTRIMAZOL 1 %,"19,00","0,00",2025,Qtr 4,October,21,,,,,0
341,Medicamentos,12980440,RICHARD,20750411,FRANCISCO,15487,DOXICICLINA 100 mg,"16,00","0,00",2025,Qtr 4,October,21,,,,,0
341,Medicamentos,12980440,RICHARD,20750411,FRANCISCO,15592,HIDRÓXIDO DE ALUMINIO Y MAGNESIO 5 ml,"13,00","0,00",2025,Qtr 4,October,21,,,,,0
341,Medicamentos,12980440,RICHARD,20750411,FRANCISCO,15636,KETOPROFENO  2ml,"10,00","0,00",2025,Qtr 4,October,21,,,,,0
341,Medicamentos,12980440,RICHARD,20750411,FRANCISCO,15661,LINDANO 1%,"16,00","0,00",2025,Qtr 4,October,21,,,,,0
341,Medicamentos,12980440,RICHARD,20750411,FRANCISCO,15725,NIMODIPINA 30mg,"13,00","0,00",2025,Qtr 4,October,21,,,,,0
341,Medicamentos,12980440,RICHARD,20750411,FRANCISCO,15835,SUERO ANTIRRÁBICO 150 U,"14,00","0,00",2025,Qtr 4,October,21,,,,,0
341,Medicamentos,12980440,RICHARD,20750411,FRANCISCO,15888,VECURONIO BROMURO 4 mg,"17,00","0,00",2025,Qtr 4,October,21,,,,,0
341,Medicamentos,12980440,RICHARD,20750411,FRANCISCO,15920,Prótesis de muñeca,"19,00","0,00",2025,Qtr 4,October,21,,,,,0
505,Medicamentos,12980440,RICHARD,11905131,MARLIN ISABEL,15300,AMPICILINA 250 mg,"10,00","0,00",2026,Qtr 1,March,15,,,,,0
505,Medicamentos,12980440,RICHARD,11905131,MARLIN ISABEL,15357,CARBOPLATINO 450 mg,"18,00","0,00",2026,Qtr 1,March,15,,,,,0
505,Medicamentos,12980440,RICHARD,11905131,MARLIN ISABEL,15577,GLIBENCLAMIDA 5 mg,"13,00","0,00",2026,Qtr 1,March,15,,,,,0
505,Medicamentos,12980440,RICHARD,11905131,MARLIN ISABEL,15609,INMUNOGLOBULINA HUMANA NORMAL 5%,"13,00","0,00",2026,Qtr 1,March,15,,,,,0
505,Medicamentos,12980440,RICHARD,11905131,MARLIN ISABEL,15701,METRONIDAZOL 500 ml,"12,00","0,00",2026,Qtr 1,March,15,,,,,0
505,Medicamentos,12980440,RICHARD,11905131,MARLIN ISABEL,15783,PROCARBAZINA 50 mg,"13,00","0,00",2026,Qtr 1,March,15,,,,,0
505,Medicamentos,12980440,RICHARD,11905131,MARLIN ISABEL,15803,RITONAVIR 80 mg,"14,00","0,00",2026,Qtr 1,March,15,,,,,0
505,Medicamentos,12980440,RICHARD,11905131,MARLIN ISABEL,15874,"TRIIODOTIRONINA 0,025 mg","11,00","0,00",2026,Qtr 1,March,15,,,,,0
505,Medicamentos,12980440,RICHARD,11905131,MARLIN ISABEL,15877,"VACUNA CONTRA EL HAEMOPHILUS
INFLUENZAE TIPO B","10,00","0,00",2026,Qtr 1,March,15,,,,,0
505,Medicamentos,12980440,RICHARD,11905131,MARLIN ISABEL,15881,VACUNA CONTRA LA FIEBRE AMARILLA (ANTIMARÍLICA),"10,00","0,00",2026,Qtr 1,March,15,,,,,0
505,Medicamentos,12980440,RICHARD,11905131,MARLIN ISABEL,15921,Prótesis ocular,"14,00","0,00",2026,Qtr 1,March,15,,,,,0
547,Apoyo financiero para cirugías,15586299,RICHARD,8599916,JESUS,15315,ATENOLOL 5 mg,"10,00","0,00",2026,Qtr 2,May,27,,,,,0
547,Apoyo financiero para cirugías,15586299,RICHARD,8599916,JESUS,15405,CLONIDINA  ml,"19,00","0,00",2026,Qtr 2,May,27,,,,,0
547,Apoyo financiero para cirugías,15586299,RICHARD,8599916,JESUS,15476,"DIGOXINA 0,6mg","18,00","0,00",2026,Qtr 2,May,27,,,,,0
547,Apoyo financiero para cirugías,15586299,RICHARD,8599916,JESUS,15516,FACTOR ESTIMULANTE DE GRANULOCITOS (G-CSF) (FILGRASTIN) 300 mcg,"18,00","0,00",2026,Qtr 2,May,27,,,,,0
547,Apoyo financiero para cirugías,15586299,RICHARD,8599916,JESUS,15537,"FENTANILO 0,0ml","19,00","0,00",2026,Qtr 2,May,27,,,,,0
547,Apoyo financiero para cirugías,15586299,RICHARD,8599916,JESUS,15641,LEVODOPA / CARBIDOPA 250,"17,00","0,00",2026,Qtr 2,May,27,,,,,0
547,Apoyo financiero para cirugías,15586299,RICHARD,8599916,JESUS,15660,LIDOCAINA / EPINEFRINA 1 %,"16,00","0,00",2026,Qtr 2,May,27,,,,,0
547,Apoyo financiero para cirugías,15586299,RICHARD,8599916,JESUS,15672,"MEDROXIPROGESTERONA ACETATO 2,5ml","11,00","0,00",2026,Qtr 2,May,27,,,,,0
547,Apoyo financiero para cirugías,15586299,RICHARD,8599916,JESUS,15926,Prótesis coclear,"14,00","0,00",2026,Qtr 2,May,27,,,,,0
547,Apoyo financiero para cirugías,15586299,RICHARD,8599916,JESUS,15973,Prótesis de lengua,"16,00","0,00",2026,Qtr 2,May,27,,,,,0
547,Apoyo financiero para cirugías,15586299,RICHARD,8599916,JESUS,16069,Transportador,"11,00","0,00",2026,Qtr 2,May,27,,,,,0
547,Apoyo financiero para cirugías,15586299,RICHARD,8599916,JESUS,16092,Pinceles,"10,00","0,00",2026,Qtr 2,May,27,,,,,0
298,Prótesis,8524856,REYES WILFREDO COA,20273933,MARIANA DE JESUS  DORANTE,15232,Cita para tomografía computarizada,"11,00","10,00",2026,Qtr 4,October,5,2026,Qtr 4,November,6,32
298,Prótesis,8524856,REYES WILFREDO COA,20273933,MARIANA DE JESUS  DORANTE,15237,Cita para espirometría,"11,00","8,00",2026,Qtr 4,October,5,2026,Qtr 4,November,6,32
298,Prótesis,8524856,REYES WILFREDO COA,20273933,MARIANA DE JESUS  DORANTE,15288,AMINOFILINA 10ml,"19,00","16,00",2026,Qtr 4,October,5,2026,Qtr 4,November,6,32
298,Prótesis,8524856,REYES WILFREDO COA,20273933,MARIANA DE JESUS  DORANTE,15456,"DEXAMETASONA 0,5ml","13,00","9,00",2026,Qtr 4,October,5,2026,Qtr 4,November,6,32
298,Prótesis,8524856,REYES WILFREDO COA,20273933,MARIANA DE JESUS  DORANTE,15922,Prótesis maxilofacial,"15,00","14,00",2026,Qtr 4,October,5,2026,Qtr 4,November,6,32
298,Prótesis,8524856,REYES WILFREDO COA,20273933,MARIANA DE JESUS  DORANTE,15972,Prótesis de paladar,"13,00","5,00",2026,Qtr 4,October,5,2026,Qtr 4,November,6,32
298,Prótesis,8524856,REYES WILFREDO COA,20273933,MARIANA DE JESUS  DORANTE,16068,Compás,"11,00","7,00",2026,Qtr 4,October,5,2026,Qtr 4,November,6,32
539,Ayudas funerarias,8524856,REYES WILFREDO COA,16923485,ASTRID CAROLINA SÁNCHEZ,15306,AMPRENAVIR 15 ml,"18,00","0,00",2026,Qtr 3,August,6,,,,,0
539,Ayudas funerarias,8524856,REYES WILFREDO COA,16923485,ASTRID CAROLINA SÁNCHEZ,15454,DEXAMETASONA 4 ml,"12,00","0,00",2026,Qtr 3,August,6,,,,,0
539,Ayudas funerarias,8524856,REYES WILFREDO COA,16923485,ASTRID CAROLINA SÁNCHEZ,15541,FENTOLAMINA 10 ml,"12,00","0,00",2026,Qtr 3,August,6,,,,,0
539,Ayudas funerarias,8524856,REYES WILFREDO COA,16923485,ASTRID CAROLINA SÁNCHEZ,15608,INMUNOGLOBULINA HUMANA NORMAL 10ml,"12,00","0,00",2026,Qtr 3,August,6,,,,,0
539,Ayudas funerarias,8524856,REYES WILFREDO COA,16923485,ASTRID CAROLINA SÁNCHEZ,15622,IODO POVIDONA (POLIVIDONA IODADA) 8%,"15,00","0,00",2026,Qtr 3,August,6,,,,,0
539,Ayudas funerarias,8524856,REYES WILFREDO COA,16923485,ASTRID CAROLINA SÁNCHEZ,15658,LIDOCAINA 20 mg,"13,00","0,00",2026,Qtr 3,August,6,,,,,0
539,Ayudas funerarias,8524856,REYES WILFREDO COA,16923485,ASTRID CAROLINA SÁNCHEZ,15688,METOCLOPRAMIDA 2ml,"14,00","0,00",2026,Qtr 3,August,6,,,,,0
539,Ayudas funerarias,8524856,REYES WILFREDO COA,16923485,ASTRID CAROLINA SÁNCHEZ,15708,MIDAZOLAM 3ml,"16,00","0,00",2026,Qtr 3,August,6,,,,,0
539,Ayudas funerarias,8524856,REYES WILFREDO COA,16923485,ASTRID CAROLINA SÁNCHEZ,15732,NITROGLICERINA 5 mg,"11,00","0,00",2026,Qtr 3,August,6,,,,,0
539,Ayudas funerarias,8524856,REYES WILFREDO COA,16923485,ASTRID CAROLINA SÁNCHEZ,15853,TETRACAÍNA 0.50%,"10,00","0,00",2026,Qtr 3,August,6,,,,,0
539,Ayudas funerarias,8524856,REYES WILFREDO COA,16923485,ASTRID CAROLINA SÁNCHEZ,15899,"ZALCITABINA 0,75 mg","17,00","0,00",2026,Qtr 3,August,6,,,,,0
539,Ayudas funerarias,8524856,REYES WILFREDO COA,16923485,ASTRID CAROLINA SÁNCHEZ,15903,ZIDOVUDINA 200 mg,"16,00","0,00",2026,Qtr 3,August,6,,,,,0
539,Ayudas funerarias,8524856,REYES WILFREDO COA,16923485,ASTRID CAROLINA SÁNCHEZ,15957,Prótesis esofágica,"15,00","0,00",2026,Qtr 3,August,6,,,,,0
539,Ayudas funerarias,8524856,REYES WILFREDO COA,16923485,ASTRID CAROLINA SÁNCHEZ,16013,Electrocauterio desechable,"17,00","0,00",2026,Qtr 3,August,6,,,,,0
436,Insumos quirúrgicos,17340559,RAMON MORA,15752379,ALEJANDRA,15218,Cita para prueba de VIH,"16,00","0,00",2025,Qtr 4,October,9,2025,Qtr 4,December,16,68
436,Insumos quirúrgicos,17340559,RAMON MORA,15752379,ALEJANDRA,15292,AMLODIPINA BESILATO 5 mg,"11,00","0,00",2025,Qtr 4,October,9,2025,Qtr 4,December,16,68
436,Insumos quirúrgicos,17340559,RAMON MORA,15752379,ALEJANDRA,15455,"DEXAMETASONA 0,5 mg","13,00","0,00",2025,Qtr 4,October,9,2025,Qtr 4,December,16,68
436,Insumos quirúrgicos,17340559,RAMON MORA,15752379,ALEJANDRA,15541,FENTOLAMINA 10 ml,"14,00","0,00",2025,Qtr 4,October,9,2025,Qtr 4,December,16,68
436,Insumos quirúrgicos,17340559,RAMON MORA,15752379,ALEJANDRA,15577,GLIBENCLAMIDA 5 mg,"13,00","0,00",2025,Qtr 4,October,9,2025,Qtr 4,December,16,68
436,Insumos quirúrgicos,17340559,RAMON MORA,15752379,ALEJANDRA,15685,"METILERGOMETRINA 0,125mg","10,00","0,00",2025,Qtr 4,October,9,2025,Qtr 4,December,16,68
436,Insumos quirúrgicos,17340559,RAMON MORA,15752379,ALEJANDRA,15791,QUININA SULFATO 500 mg,"18,00","0,00",2025,Qtr 4,October,9,2025,Qtr 4,December,16,68
436,Insumos quirúrgicos,17340559,RAMON MORA,15752379,ALEJANDRA,15929,Prótesis de pene,"19,00","0,00",2025,Qtr 4,October,9,2025,Qtr 4,December,16,68
436,Insumos quirúrgicos,17340559,RAMON MORA,15752379,ALEJANDRA,16025,Mezcla para arepas,"17,00","0,00",2025,Qtr 4,October,9,2025,Qtr 4,December,16,68
436,Insumos quirúrgicos,17340559,RAMON MORA,15752379,ALEJANDRA,16038,Atún en aceite,"18,00","0,00",2025,Qtr 4,October,9,2025,Qtr 4,December,16,68
436,Insumos quirúrgicos,17340559,RAMON MORA,15752379,ALEJANDRA,16048,Cacao en polvo,"19,00","0,00",2025,Qtr 4,October,9,2025,Qtr 4,December,16,68
521,Medicamentos,17340559,RAMON MORA,22339545,ONESIMO JESUS PORRAZ,15255,ACICLOVIR 5%,"10,00","0,00",2025,Qtr 1,January,4,2025,Qtr 1,February,6,33
521,Medicamentos,17340559,RAMON MORA,22339545,ONESIMO JESUS PORRAZ,15311,ARTEMETERO 80 mg,"19,00","0,00",2025,Qtr 1,January,4,2025,Qtr 1,February,6,33
521,Medicamentos,17340559,RAMON MORA,22339545,ONESIMO JESUS PORRAZ,15335,BIPERIDENO LACTATO 5 mg,"15,00","0,00",2025,Qtr 1,January,4,2025,Qtr 1,February,6,33
521,Medicamentos,17340559,RAMON MORA,22339545,ONESIMO JESUS PORRAZ,15422,CLORURO DE POTASIO  ml,"15,00","0,00",2025,Qtr 1,January,4,2025,Qtr 1,February,6,33
521,Medicamentos,17340559,RAMON MORA,22339545,ONESIMO JESUS PORRAZ,15435,CODEINA 100 ml,"19,00","0,00",2025,Qtr 1,January,4,2025,Qtr 1,February,6,33
521,Medicamentos,17340559,RAMON MORA,22339545,ONESIMO JESUS PORRAZ,15539,FENTANILO 5 mg,"13,00","0,00",2025,Qtr 1,January,4,2025,Qtr 1,February,6,33
521,Medicamentos,17340559,RAMON MORA,22339545,ONESIMO JESUS PORRAZ,15604,INMUNOGLOBULINA ANTI-D (Rh) (INMUNOGLOBULINA Rho (D) HUMANA) 300 mcg,"18,00","0,00",2025,Qtr 1,January,4,2025,Qtr 1,February,6,33
521,Medicamentos,17340559,RAMON MORA,22339545,ONESIMO JESUS PORRAZ,15691,METOCLOPRAMIDA 5ml,"11,00","0,00",2025,Qtr 1,January,4,2025,Qtr 1,February,6,33
521,Medicamentos,17340559,RAMON MORA,22339545,ONESIMO JESUS PORRAZ,15718,NELFINAVIR 50g,"17,00","0,00",2025,Qtr 1,January,4,2025,Qtr 1,February,6,33
521,Medicamentos,17340559,RAMON MORA,22339545,ONESIMO JESUS PORRAZ,15747,OXICODONA 40 mg,"10,00","0,00",2025,Qtr 1,January,4,2025,Qtr 1,February,6,33
521,Medicamentos,17340559,RAMON MORA,22339545,ONESIMO JESUS PORRAZ,15956,Prótesis gástrica,"14,00","0,00",2025,Qtr 1,January,4,2025,Qtr 1,February,6,33
521,Medicamentos,17340559,RAMON MORA,22339545,ONESIMO JESUS PORRAZ,16001,Suturas absorbibles,"19,00","0,00",2025,Qtr 1,January,4,2025,Qtr 1,February,6,33
521,Medicamentos,17340559,RAMON MORA,22339545,ONESIMO JESUS PORRAZ,16015,Sondas vesicales,"17,00","0,00",2025,Qtr 1,January,4,2025,Qtr 1,February,6,33
521,Medicamentos,17340559,RAMON MORA,22339545,ONESIMO JESUS PORRAZ,16033,Soya texturizada,"17,00","0,00",2025,Qtr 1,January,4,2025,Qtr 1,February,6,33
197,Alimentos,5766281,RAFAEL,14202467,CARLOS MAURICIO MELENDEZ,15310,ANTITOXINA TETANICA 500 UI,"14,00","0,00",2026,Qtr 4,December,18,,,,,0
197,Alimentos,5766281,RAFAEL,14202467,CARLOS MAURICIO MELENDEZ,15464,DEXTROSA (GLUCOSA) 50.00%,"11,00","0,00",2026,Qtr 4,December,18,,,,,0
197,Alimentos,5766281,RAFAEL,14202467,CARLOS MAURICIO MELENDEZ,15664,LORATADINA 10 mg,"19,00","0,00",2026,Qtr 4,December,18,,,,,0
197,Alimentos,5766281,RAFAEL,14202467,CARLOS MAURICIO MELENDEZ,15714,"NALOXONA 0,4 mg","19,00","0,00",2026,Qtr 4,December,18,,,,,0
197,Alimentos,5766281,RAFAEL,14202467,CARLOS MAURICIO MELENDEZ,15715,NALOXONA  ml,"17,00","0,00",2026,Qtr 4,December,18,,,,,0
197,Alimentos,5766281,RAFAEL,14202467,CARLOS MAURICIO MELENDEZ,15776,PREDNISONA 50 mg,"19,00","0,00",2026,Qtr 4,December,18,,,,,0
197,Alimentos,5766281,RAFAEL,14202467,CARLOS MAURICIO MELENDEZ,15808,RITONAVIR/LOPINAVIR 80 mg,"16,00","0,00",2026,Qtr 4,December,18,,,,,0
197,Alimentos,5766281,RAFAEL,14202467,CARLOS MAURICIO MELENDEZ,15965,Prótesis de válvula aórtica,"15,00","0,00",2026,Qtr 4,December,18,,,,,0
197,Alimentos,5766281,RAFAEL,14202467,CARLOS MAURICIO MELENDEZ,16026,Caraotas blancas,"18,00","0,00",2026,Qtr 4,December,18,,,,,0
197,Alimentos,5766281,RAFAEL,14202467,CARLOS MAURICIO MELENDEZ,16038,Atún en aceite,"15,00","0,00",2026,Qtr 4,December,18,,,,,0
197,Alimentos,5766281,RAFAEL,14202467,CARLOS MAURICIO MELENDEZ,16081,Papel bond,"10,00","0,00",2026,Qtr 4,December,18,,,,,0
311,Prótesis,5766281,RAFAEL,20794941,SUSANA DA,15342,"BUDESONIDA 0,25 mg","11,00","0,00",2025,Qtr 1,March,27,,,,,0
311,Prótesis,5766281,RAFAEL,20794941,SUSANA DA,15417,CLOROQUINA (CLOROQUINA CLORHIDRATO)  ml,"17,00","0,00",2025,Qtr 1,March,27,,,,,0
311,Prótesis,5766281,RAFAEL,20794941,SUSANA DA,15566,GANCICLOVIR 500 mg,"16,00","0,00",2025,Qtr 1,March,27,,,,,0
311,Prótesis,5766281,RAFAEL,20794941,SUSANA DA,15646,LEVOMEPROMAZINA 25 mg,"11,00","0,00",2025,Qtr 1,March,27,,,,,0
311,Prótesis,5766281,RAFAEL,20794941,SUSANA DA,15704,MEXILETINA 200mg,"19,00","0,00",2025,Qtr 1,March,27,,,,,0
311,Prótesis,5766281,RAFAEL,20794941,SUSANA DA,15751,OXITOCINA 10UI,"17,00","0,00",2025,Qtr 1,March,27,,,,,0
311,Prótesis,5766281,RAFAEL,20794941,SUSANA DA,16080,Cartulina,"18,00","0,00",2025,Qtr 1,March,27,,,,,0
348,Citas para exámenes de diagnóstico,5766281,RAFAEL,10819536,SIGIFREDO AUGUSTO MEJIAS,15244,ACETAMINOFEN 100 mg,"19,00","0,00",2025,Qtr 2,April,18,,,,,0
348,Citas para exámenes de diagnóstico,5766281,RAFAEL,10819536,SIGIFREDO AUGUSTO MEJIAS,15257,ÁCIDO ACETILSALICÍLICO 100 mg,"17,00","0,00",2025,Qtr 2,April,18,,,,,0
348,Citas para exámenes de diagnóstico,5766281,RAFAEL,10819536,SIGIFREDO AUGUSTO MEJIAS,15451,DESONIDA 0.10%,"15,00","0,00",2025,Qtr 2,April,18,,,,,0
348,Citas para exámenes de diagnóstico,5766281,RAFAEL,10819536,SIGIFREDO AUGUSTO MEJIAS,15482,DIPIRONA 500ml,"10,00","0,00",2025,Qtr 2,April,18,,,,,0
348,Citas para exámenes de diagnóstico,5766281,RAFAEL,10819536,SIGIFREDO AUGUSTO MEJIAS,15580,GLUCONATO DE CALCIO 10%,"16,00","0,00",2025,Qtr 2,April,18,,,,,0
348,Citas para exámenes de diagnóstico,5766281,RAFAEL,10819536,SIGIFREDO AUGUSTO MEJIAS,15662,LORATADINA 1 mg,"11,00","0,00",2025,Qtr 2,April,18,,,,,0
348,Citas para exámenes de diagnóstico,5766281,RAFAEL,10819536,SIGIFREDO AUGUSTO MEJIAS,15800,RISPERIDONA 3 mg,"10,00","0,00",2025,Qtr 2,April,18,,,,,0
348,Citas para exámenes de diagnóstico,5766281,RAFAEL,10819536,SIGIFREDO AUGUSTO MEJIAS,15832,SUCRALFATO  5 ml,"19,00","0,00",2025,Qtr 2,April,18,,,,,0
348,Citas para exámenes de diagnóstico,5766281,RAFAEL,10819536,SIGIFREDO AUGUSTO MEJIAS,15923,Prótesis dental completa,"10,00","0,00",2025,Qtr 2,April,18,,,,,0
348,Citas para exámenes de diagnóstico,5766281,RAFAEL,10819536,SIGIFREDO AUGUSTO MEJIAS,15935,Prótesis nasal,"18,00","0,00",2025,Qtr 2,April,18,,,,,0
395,Citas para exámenes de diagnóstico,5766281,RAFAEL,10445723,DILIA MARIA MIRELIA,15220,Cita para grupo sanguíneo,"19,00","0,00",2026,Qtr 2,April,14,,,,,0
395,Citas para exámenes de diagnóstico,5766281,RAFAEL,10445723,DILIA MARIA MIRELIA,15293,AMOXICILINA CLAVULANICO 250mg,"18,00","0,00",2026,Qtr 2,April,14,,,,,0
395,Citas para exámenes de diagnóstico,5766281,RAFAEL,10445723,DILIA MARIA MIRELIA,15403,CLOFAZIMINA 100 mg,"14,00","0,00",2026,Qtr 2,April,14,,,,,0
395,Citas para exámenes de diagnóstico,5766281,RAFAEL,10445723,DILIA MARIA MIRELIA,15426,"CLORURO DE SODIO 0,45 %","14,00","0,00",2026,Qtr 2,April,14,,,,,0
395,Citas para exámenes de diagnóstico,5766281,RAFAEL,10445723,DILIA MARIA MIRELIA,15427,"CLORURO DE SODIO 0,30 %","16,00","0,00",2026,Qtr 2,April,14,,,,,0
395,Citas para exámenes de diagnóstico,5766281,RAFAEL,10445723,DILIA MARIA MIRELIA,15521,FACTOR IX DE LA CUAGULACIÓN 500 UI,"11,00","0,00",2026,Qtr 2,April,14,,,,,0
395,Citas para exámenes de diagnóstico,5766281,RAFAEL,10445723,DILIA MARIA MIRELIA,15526,FENITOINA 100 mg,"10,00","0,00",2026,Qtr 2,April,14,,,,,0
395,Citas para exámenes de diagnóstico,5766281,RAFAEL,10445723,DILIA MARIA MIRELIA,15860,TIOCOLCHICÓSIDO 4 mg,"11,00","0,00",2026,Qtr 2,April,14,,,,,0
395,Citas para exámenes de diagnóstico,5766281,RAFAEL,10445723,DILIA MARIA MIRELIA,15932,Prótesis vascular,"19,00","0,00",2026,Qtr 2,April,14,,,,,0
395,Citas para exámenes de diagnóstico,5766281,RAFAEL,10445723,DILIA MARIA MIRELIA,15960,Prótesis renal,"19,00","0,00",2026,Qtr 2,April,14,,,,,0
395,Citas para exámenes de diagnóstico,5766281,RAFAEL,10445723,DILIA MARIA MIRELIA,16008,Esparadrapo médico,"10,00","0,00",2026,Qtr 2,April,14,,,,,0
395,Citas para exámenes de diagnóstico,5766281,RAFAEL,10445723,DILIA MARIA MIRELIA,16090,Crayones,"13,00","0,00",2026,Qtr 2,April,14,,,,,0
421,Insumos quirúrgicos,5766281,RAFAEL,4744192,Isabel Maria MARIA Cobo Leal,15304,AMPRENAVIR 150 mg,"10,00","4,00",2026,Qtr 3,July,4,2026,Qtr 3,September,6,64
421,Insumos quirúrgicos,5766281,RAFAEL,4744192,Isabel Maria MARIA Cobo Leal,15358,CEFALEXINA 500 mg,"18,00","11,00",2026,Qtr 3,July,4,2026,Qtr 3,September,6,64
421,Insumos quirúrgicos,5766281,RAFAEL,4744192,Isabel Maria MARIA Cobo Leal,15367,CEFTAZIDIMA 1 g,"17,00","7,00",2026,Qtr 3,July,4,2026,Qtr 3,September,6,64
421,Insumos quirúrgicos,5766281,RAFAEL,4744192,Isabel Maria MARIA Cobo Leal,15368,"CEFTAZIDIMA 0,5 g","19,00","16,00",2026,Qtr 3,July,4,2026,Qtr 3,September,6,64
421,Insumos quirúrgicos,5766281,RAFAEL,4744192,Isabel Maria MARIA Cobo Leal,15583,HALOPERIDOL 2 ml,"11,00","7,00",2026,Qtr 3,July,4,2026,Qtr 3,September,6,64
421,Insumos quirúrgicos,5766281,RAFAEL,4744192,Isabel Maria MARIA Cobo Leal,15724,NIMESULIDA 100 mg,"15,00","10,00",2026,Qtr 3,July,4,2026,Qtr 3,September,6,64
421,Insumos quirúrgicos,5766281,RAFAEL,4744192,Isabel Maria MARIA Cobo Leal,15761,PENTOXIFILINA 15ml,"11,00","2,00",2026,Qtr 3,July,4,2026,Qtr 3,September,6,64
421,Insumos quirúrgicos,5766281,RAFAEL,4744192,Isabel Maria MARIA Cobo Leal,15781,PRIMETAMINA/SULFADOXINA 25 mg,"11,00","7,00",2026,Qtr 3,July,4,2026,Qtr 3,September,6,64
